"speed","time","mean_difference","sem_upper","sem_lower"
2.048,1.1,0.110271845909209,0.116103895283111,0.104439796535307
2.048,1.2,0.129982942109236,0.136361004664668,0.123604879553804
2.048,1.3,0.149372887604845,0.156335228897545,0.142410546312145
2.048,1.4,0.168358979202757,0.175941708637062,0.160776249768451
2.048,1.5,0.186889462494426,0.195114392109096,0.178664532879757
2.048,1.6,0.204913829713695,0.213791666868505,0.196035992558884
2.048,1.7,0.222382958749174,0.231915702502039,0.212850214996309
2.048,1.8,0.239249248324397,0.249431954877037,0.229066541771757
2.048,1.9,0.255466748970305,0.266288832569837,0.244644665370773
2.048,2,0.270991289426431,0.28243749209735,0.259545086755512
2.048,2.1,0.285780598119864,0.297831726275261,0.273729469964467
2.048,2.2,0.299794419384873,0.31242791677048,0.287160921999266
2.048,2.3,0.312994624100727,0.326185029555845,0.299804218645609
2.048,2.4,0.325345314440867,0.339064638213631,0.311625990668103
2.048,2.5,0.336812922443028,0.351030964602158,0.322594880283898
2.048,2.6,0.347366302127189,0.362050929595601,0.332681674658776
2.048,2.7,0.356976814906238,0.372094208802403,0.341859421010072
2.048,2.8,0.365618408053011,0.381133289669217,0.350103526436806
2.048,2.9,0.373267686006739,0.389143527407995,0.357391844605484
2.048,3,0.379903974321954,0.396103197897899,0.36370475074601
2.048,3.1,0.385509376083474,0.401993546214709,0.36902520595224
2.048,3.2,0.390068820632113,0.406798829797853,0.373338811466373
2.048,3.3,0.393570104467254,0.41050635552525,0.376633853409259
2.048,3.4,0.396003924214271,0.413106510159844,0.378901338268697
2.048,3.5,0.397363901566929,0.414592783779966,0.380135019353892
2.048,3.6,0.397646600137337,0.414961785922589,0.380331414352084
2.048,3.7,0.396851534168557,0.414213254264005,0.379489814073109
2.048,3.8,0.394981169087748,0.412350055743156,0.37761228243234
2.048,3.9,0.39204091390044,0.409378180103535,0.374703647697344
2.048,4,0.388039105449317,0.405306725893572,0.370771485005061
2.048,4.1,0.382986984583575,0.400147879025054,0.365826090142095
2.048,4.2,0.376898664307459,0.393916884045771,0.359880444569148
2.048,4.3,0.369791089998953,0.386632008337126,0.352950171660781
2.048,4.4,0.361683991811668,0.378314499499639,0.345053484123698
2.048,4.5,0.352599829394773,0.368988536238281,0.336211122551265
2.048,4.6,0.342563729087154,0.358681173102701,0.326446285071606
2.048,4.7,0.331603413762965,0.347422279470463,0.315784548055467
2.048,4.8,0.319749125526144,0.335244473176797,0.30425377787549
2.048,4.9,0.307033541471342,0.322183049180584,0.2918840337621
2.048,5,0.293491682747991,0.308275903595463,0.278707461900518
2.048,5.1,0.279160817182791,0.293563453280969,0.264758181084614
2.048,5.2,0.264080355733796,0.278088550944239,0.250072160523352
2.048,5.3,0.248291743066322,0.26189639529773,0.234687090834915
2.048,5.4,0.231838342557243,0.245034435188739,0.218642249925747
2.048,5.5,0.214765316049552,0.22755226568998,0.201978366409124
2.048,5.6,0.19711949869366,0.209501512851796,0.184737484535523
2.048,5.7,0.178949269225368,0.19093570214255,0.166962836308186
2.048,5.8,0.160304416043069,0.171910103626958,0.148698728459179
2.048,5.9,0.14123599945823,0.152481544941033,0.129990453975427
2.048,6,0.121796210503735,0.132708181732916,0.110884239274554
2.048,6.1,0.102038226694025,0.112649215485252,0.0914272379027974
2.048,6.2,0.0820160651393048,0.0923645519017827,0.071667578376827
2.048,6.3,0.0617844334232236,0.0719144006591236,0.0516544661873236
2.048,6.4,0.0413985786594629,0.0513588296992419,0.0314383276196839
2.048,6.5,0.0209141351475011,0.0307573026895137,0.0110709676054885
2.048,6.6,0.000386971051497174,0.0101682423286133,-0.00939430022561891
2.048,6.7,-0.0201269654712997,-0.0103513315943783,-0.0299025993482211
2.048,6.8,-0.0405718002649163,-0.0307460474728056,-0.0503975530570269
2.048,6.9,-0.0608918868640315,-0.0509622893284041,-0.070821484399659
2.048,7,-0.081031959451708,-0.0709481736974527,-0.0911157452059633
2.048,7.1,-0.100937284661138,-0.0906534290621598,-0.111221140260116
2.048,7.2,-0.120553811800568,-0.110029225281348,-0.131078398319787
2.048,7.3,-0.139828321085239,-0.129028000328171,-0.150628641842307
2.048,7.4,-0.158708569466028,-0.147603320327325,-0.169813818604731
2.048,7.5,-0.177143433651445,-0.165709792902339,-0.188577074400551
2.048,7.6,-0.195083049927779,-0.183303039075957,-0.206863060779601
2.048,7.7,-0.21247895039137,-0.200339718614066,-0.224618182168674
2.048,7.8,-0.229284195217299,-0.216777598300013,-0.241790792134585
2.048,7.9,-0.245453500600101,-0.232575651124964,-0.258331350075238
2.048,8,-0.260943362014468,-0.247694175272847,-0.274192548756089
2.048,8.1,-0.275712172457221,-0.262094923766909,-0.289329421147533
2.048,8.2,-0.289720335346109,-0.27574123786827,-0.303699432823949
2.048,8.3,-0.302930371766133,-0.288598179319354,-0.317262564212911
2.048,8.4,-0.315307021770126,-0.300632658132396,-0.329981385407856
2.048,8.5,-0.326817339457153,-0.311813553819931,-0.341821125094376
2.048,8.6,-0.337430781569846,-0.322111828807586,-0.352749734332106
2.048,8.7,-0.347119289370134,-0.331500633338151,-0.362737945402117
2.048,8.8,-0.355857363571752,-0.339955401544559,-0.371759325598946
2.048,8.9,-0.363622132127494,-0.347453938599367,-0.37979032565562
2.048,9,-0.370393410689268,-0.353976498985932,-0.386810322392604
2.048,9.1,-0.376153755579649,-0.359505856014554,-0.392801655144744
2.048,9.2,-0.380888509134626,-0.364027362748031,-0.397749655521221
2.048,9.3,-0.384585837298682,-0.367529004519934,-0.401642670077431
2.048,9.4,-0.387236759375072,-0.370001443234857,-0.404472075515287
2.048,9.5,-0.388835169856119,-0.371438053638255,-0.406232286073983
2.048,9.6,-0.389377852280564,-0.371834951737362,-0.406920752823766
2.048,9.7,-0.388864485087261,-0.371191015545229,-0.406537954629293
2.048,9.8,-0.387297639456904,-0.369507898307543,-0.405087380606264
2.048,9.9,-0.384682769155826,-0.366790034356157,-0.402575503955496
2.048,10,-0.381028192418225,-0.363044637713653,-0.399011747122798
2.048,10.1,-0.376345065925339,-0.358281693549222,-0.394408438301456
2.048,10.2,-0.370647350962117,-0.35251394255726,-0.388780759366973
2.048,10.3,-0.363951771853649,-0.345756858296483,-0.382146685410815
2.048,10.4,-0.356277766805093,-0.338028617489771,-0.374526916120415
2.048,10.5,-0.347647431289879,-0.329350063244634,-0.365944799335124
2.048,10.6,-0.338085454151636,-0.319744661113453,-0.35642624718982
2.048,10.7,-0.327619046605442,-0.309238447874371,-0.345999645336513
2.048,10.8,-0.316277864343611,-0.297859972881463,-0.334695755805758
2.048,10.9,-0.304093922970259,-0.285640231810586,-0.322547614129933
2.048,11,-0.291101507007269,-0.27261259261913,-0.309590421395407
2.048,11.1,-0.277337072731918,-0.25881271354726,-0.295861431916575
2.048,11.2,-0.262839145123415,-0.24427845301794,-0.281399837228891
2.048,11.3,-0.247648209211653,-0.229049771344231,-0.266246647079075
2.048,11.4,-0.231806596136817,-0.213168624224749,-0.250444568048885
2.048,11.5,-0.215358364242892,-0.1966788480993,-0.234037880386483
2.048,11.6,-0.198349175541556,-0.179626037542464,-0.217072313540648
2.048,11.7,-0.180826167895532,-0.162057414987637,-0.199594920803428
2.048,11.8,-0.162931296945319,-0.144138404593128,-0.181724189297511
2.048,11.9,-0.146598583697553,-0.128251169786741,-0.164945997608364
2.048,12,-0.130719614898853,-0.112964410690948,-0.148474819106758
