"tITI","freq_bins_smooth","mean_spec","sem_upper","sem_lower"
"Rest Post S1",0.113412921348315,1.32045012811941,1.36318570968227,1.27771454655655
"Rest Post S1",0.114115168539326,1.30926953624346,1.35327929928123,1.26525977320569
"Rest Post S1",0.114817415730337,1.29265693463867,1.33506483215569,1.25024903712166
"Rest Post S1",0.115519662921348,1.29871725655962,1.34117935404584,1.25625515907341
"Rest Post S1",0.11622191011236,1.29742502732707,1.33880314734394,1.25604690731021
"Rest Post S1",0.116924157303371,1.29221294297529,1.33212796841815,1.25229791753242
"Rest Post S1",0.117626404494382,1.29703477052837,1.33980845660782,1.25426108444891
"Rest Post S1",0.118328651685393,1.28938759817715,1.3321709401351,1.24660425621919
"Rest Post S1",0.119030898876404,1.29243841699301,1.3369913321067,1.24788550187933
"Rest Post S1",0.119733146067416,1.29253126658425,1.33871166349344,1.24635086967507
"Rest Post S1",0.120435393258427,1.27995824872995,1.32338528826723,1.23653120919268
"Rest Post S1",0.121137640449438,1.26994482743007,1.31261992398606,1.22726973087408
"Rest Post S1",0.121839887640449,1.26980653047448,1.31258489556756,1.22702816538141
"Rest Post S1",0.122542134831461,1.27096514577437,1.31434085687934,1.22758943466939
"Rest Post S1",0.123244382022472,1.25907158403342,1.30336233115498,1.21478083691187
"Rest Post S1",0.123946629213483,1.25196674472092,1.29567279186811,1.20826069757372
"Rest Post S1",0.124648876404494,1.24985617376805,1.29276446727027,1.20694788026583
"Rest Post S1",0.125351123595506,1.24581597275386,1.28708086315148,1.20455108235625
"Rest Post S1",0.126053370786517,1.23551712608569,1.27585063243973,1.19518361973165
"Rest Post S1",0.126755617977528,1.24335932038147,1.28439421873739,1.20232442202555
"Rest Post S1",0.127457865168539,1.22681326487372,1.26685365040251,1.18677287934492
"Rest Post S1",0.128160112359551,1.21965641191068,1.26084287819202,1.17846994562934
"Rest Post S1",0.128862359550562,1.21771578822711,1.25812273631587,1.17730884013835
"Rest Post S1",0.129564606741573,1.20980137364568,1.2496766444669,1.16992610282445
"Rest Post S1",0.130266853932584,1.21062888893301,1.25141716100342,1.16984061686259
"Rest Post S1",0.130969101123595,1.20897235261933,1.25097097744095,1.1669737277977
"Rest Post S1",0.131671348314607,1.2004664390438,1.24081359959214,1.16011927849546
"Rest Post S1",0.132373595505618,1.1926879279589,1.23011540464047,1.15526045127732
"Rest Post S1",0.133075842696629,1.20152627080228,1.24065853794766,1.16239400365691
"Rest Post S1",0.13377808988764,1.20126516098441,1.24014345266253,1.16238686930628
"Rest Post S1",0.134480337078652,1.19982035771648,1.23783823105359,1.16180248437937
"Rest Post S1",0.135182584269663,1.1932449495191,1.23432314430287,1.15216675473532
"Rest Post S1",0.135884831460674,1.1815215678991,1.22334013532842,1.13970300046978
"Rest Post S1",0.136587078651685,1.17449293289753,1.21395184296367,1.13503402283138
"Rest Post S1",0.137289325842697,1.18636173805189,1.22890262544896,1.14382085065482
"Rest Post S1",0.137991573033708,1.18564547325459,1.22766887406187,1.14362207244731
"Rest Post S1",0.138693820224719,1.17513452700686,1.21376371489947,1.13650533911425
"Rest Post S1",0.13939606741573,1.16923439471333,1.20698203979155,1.13148674963512
"Rest Post S1",0.140098314606742,1.17308415852234,1.21310861183028,1.13305970521441
"Rest Post S1",0.140800561797753,1.16477750759952,1.20272547550895,1.1268295396901
"Rest Post S1",0.141502808988764,1.163285018343,1.19996738603261,1.12660265065339
"Rest Post S1",0.142205056179775,1.15264374551423,1.18879174167478,1.11649574935369
"Rest Post S1",0.142907303370786,1.14789066996429,1.18711301854592,1.10866832138265
"Rest Post S1",0.143609550561798,1.13988017856819,1.18014575049609,1.09961460664028
